date,total_precip,avg_temp,max_temp,min_temp,avg_humidity,avg_wind_speed,sunshine,solar_rad,avg_cloud
2017-06-04,,21.0,26.7,16.7,41.0,3.6,7.2,24.21,6.5
2017-06-05,3.5,19.6,25.6,15.3,60.0,3.1,9.2,26.66,8.0
2017-06-06,0.0,19.6,24.2,15.4,68.0,3.0,4.4,17.25,9.0
2017-06-07,0.0,20.3,22.6,17.9,74.0,4.4,0.0,8.26,10.0
2017-06-08,0.0,22.0,25.8,19.2,76.0,4.1,4.9,15.49,10.0
2017-06-09,,23.1,28.1,20.6,69.0,3.2,7.0,23.15,9.8
2017-06-10,0.0,24.6,30.6,20.0,63.0,3.4,8.3,23.11,8.8
2017-06-11,0.0,21.7,25.3,19.1,55.0,3.0,3.7,17.96,10.0
2017-06-12,0.0,20.5,26.3,16.6,59.0,3.1,5.0,20.54,9.3
2017-06-13,9.5,16.9,19.4,14.8,92.0,2.5,0.0,4.39,10.0
2017-06-14,3.5,19.3,24.6,15.2,81.0,2.7,3.6,16.39,9.3
2017-06-15,,21.3,26.0,17.4,74.0,3.0,7.2,21.73,7.0
2017-06-16,0.0,22.4,29.0,17.5,70.0,2.9,9.7,24.89,5.8
2017-06-17,,22.3,27.7,17.9,60.0,2.9,12.2,27.19,5.5
2017-06-18,11.5,19.5,22.5,17.7,85.0,2.7,0.0,5.48,10.0
2017-06-19,1.0,22.6,30.5,17.3,63.0,3.5,11.0,28.08,5.8
2017-06-20,,22.7,28.0,16.5,75.0,3.3,11.2,25.96,9.8
2017-06-21,45.5,22.4,24.4,19.8,90.0,5.0,0.0,3.11,9.5
2017-06-22,,24.0,27.9,20.0,63.0,3.1,4.6,19.71,10.0
2017-06-23,,24.6,30.2,19.1,69.0,3.2,12.1,27.26,3.0
2017-06-24,0.0,24.6,29.0,21.9,75.0,3.2,7.2,23.39,9.3
2017-06-25,10.0,22.3,23.9,21.5,95.0,1.9,0.0,3.84,10.0
2017-06-26,0.5,23.1,25.9,20.3,82.0,2.7,2.1,13.55,10.0
2017-06-27,1.0,23.2,25.6,21.3,87.0,2.4,0.0,7.62,10.0
2017-06-28,3.0,22.4,25.0,20.2,94.0,1.6,0.0,5.72,8.5
2017-06-29,,24.6,29.1,19.9,80.0,2.6,3.7,17.35,10.0
2017-06-30,2.0,23.8,25.7,22.1,89.0,2.9,0.1,7.7,10.0
2017-07-01,2.0,23.4,25.3,22.1,90.0,2.1,0.1,5.18,10.0
2017-07-02,1.0,25.7,32.0,20.9,84.0,1.9,3.1,16.48,9.8
2017-07-03,0.0,28.3,32.5,24.5,75.0,2.5,6.2,20.5,10.0
2017-07-04,15.0,26.8,29.9,23.5,83.0,2.0,0.1,8.41,10.0
2017-07-05,0.5,26.3,31.4,21.6,82.0,3.1,5.0,18.95,9.0
2017-07-06,0.0,26.2,30.7,23.2,74.0,3.1,6.8,20.45,7.8
2017-07-07,0.0,27.0,32.3,23.0,74.0,2.6,10.9,24.24,5.0
2017-07-08,,27.9,33.7,22.8,69.0,2.6,12.6,25.45,1.0
2017-07-09,,27.3,32.5,23.0,78.0,2.9,13.1,26.66,2.5
2017-07-10,,27.4,32.1,23.0,79.0,3.7,13.5,28.01,1.5
2017-07-11,,27.7,31.6,24.8,78.0,4.8,7.2,20.01,6.0
2017-07-12,,28.9,33.1,25.6,77.0,4.1,10.3,23.95,6.5
2017-07-13,0.0,28.5,33.4,26.0,78.0,5.0,5.6,19.25,6.8
2017-07-14,,28.2,32.4,25.4,74.0,4.4,12.1,27.63,1.5
2017-07-15,,28.1,33.7,23.6,74.0,2.8,11.5,27.01,5.8
2017-07-16,,28.9,34.9,25.1,76.0,2.2,6.6,19.33,10.0
2017-07-17,0.0,29.7,35.0,25.3,66.0,3.0,6.1,17.82,10.0
2017-07-18,10.5,26.3,32.7,22.7,84.0,2.3,3.5,16.31,10.0
2017-07-19,0.0,26.5,31.1,22.9,79.0,3.4,6.6,19.54,8.8
2017-07-20,,28.2,32.3,24.9,76.0,3.8,7.7,19.66,4.8
2017-07-21,,29.1,33.7,25.8,73.0,4.5,11.6,27.79,4.8
2017-07-22,,28.7,32.5,25.8,75.0,4.1,9.7,22.56,6.8
2017-07-23,0.0,27.3,28.5,26.2,79.0,4.5,0.0,7.09,10.0
2017-07-24,0.0,29.1,32.9,26.7,73.0,4.7,2.3,15.9,10.0
2017-07-25,0.0,29.4,32.7,27.0,76.0,3.5,1.8,10.96,9.0
2017-07-26,35.0,24.6,28.2,23.2,91.0,2.7,0.0,3.7,10.0
2017-07-27,0.5,24.2,26.7,22.5,81.0,2.4,0.0,8.2,10.0
2017-07-28,0.0,26.8,32.3,22.5,83.0,2.2,3.5,16.2,9.3
2017-07-29,16.0,26.8,33.5,23.7,85.0,2.4,3.1,16.11,9.8
2017-07-30,0.5,25.6,29.2,23.3,86.0,2.3,0.1,6.93,10.0
2017-07-31,,28.0,33.0,23.2,78.0,2.4,8.4,19.94,7.0
2017-08-01,6.5,26.3,31.0,22.7,87.0,2.8,0.0,6.07,10.0
2017-08-02,0.5,22.9,25.4,20.9,82.0,3.0,0.5,7.29,10.0
2017-08-03,0.0,24.3,28.9,20.2,76.0,2.3,0.7,12.08,9.0
2017-08-04,0.0,25.6,29.2,22.0,86.0,2.2,0.6,11.66,10.0
2017-08-05,0.5,27.8,31.9,24.6,85.0,1.8,2.9,14.07,10.0
2017-08-06,0.0,29.0,33.5,26.3,82.0,2.7,6.1,18.59,8.0
2017-08-07,9.0,28.7,33.2,25.9,83.0,4.3,5.0,17.46,7.5
2017-08-08,0.0,29.3,33.9,26.9,80.0,4.2,3.3,14.9,9.8
2017-08-09,0.0,30.0,37.1,25.9,75.0,2.6,8.5,21.73,7.8
2017-08-10,2.5,25.7,28.4,22.4,85.0,2.6,0.0,4.0,10.0
2017-08-11,10.5,22.9,24.8,21.7,93.0,2.4,0.0,4.81,10.0
2017-08-12,9.5,24.1,29.3,21.0,89.0,1.8,1.5,11.45,8.0
2017-08-13,0.0,26.9,31.2,23.1,80.0,2.2,3.5,16.4,9.5
2017-08-14,9.5,24.4,25.2,23.4,94.0,2.2,0.0,2.76,10.0
2017-08-15,43.5,23.7,26.3,22.4,98.0,2.4,0.0,3.15,10.0
2017-08-16,18.5,21.9,22.8,21.1,99.0,2.5,0.0,3.23,10.0
2017-08-17,3.5,24.2,28.2,20.9,89.0,2.2,0.2,9.75,10.0
2017-08-18,0.0,26.5,30.2,24.0,87.0,1.9,0.8,11.06,10.0
2017-08-19,17.0,26.0,30.3,22.4,90.0,2.3,2.2,11.51,9.5
2017-08-20,0.0,25.3,29.3,22.4,86.0,1.9,0.6,9.68,10.0
2017-08-21,0.5,27.0,31.5,24.1,82.0,2.4,3.7,13.55,9.8
2017-08-22,,27.8,31.9,24.4,84.0,2.8,2.6,14.41,9.5
2017-08-23,,29.4,33.7,24.7,72.0,2.0,5.6,16.82,7.3
2017-08-24,0.0,29.9,34.8,26.4,69.0,2.5,7.6,18.88,7.5
2017-08-25,0.0,30.4,34.9,25.8,73.0,2.1,3.7,14.75,10.0
2017-08-26,0.0,28.9,33.6,26.1,75.0,2.4,2.7,12.74,10.0
2017-08-27,,26.6,30.6,23.2,64.0,3.0,4.8,16.77,7.0
2017-08-28,,26.4,31.4,22.3,74.0,2.7,6.7,17.65,8.5
2017-08-29,0.0,28.7,32.2,25.2,77.0,4.1,5.3,15.27,9.0
2017-08-30,2.0,27.7,32.9,24.1,83.0,3.3,4.6,13.24,8.8
2017-08-31,8.0,21.6,24.2,20.0,88.0,3.6,0.0,5.26,9.8
2016-06-01,,21.5,26.4,18.0,53.0,3.3,5.7,19.58,10.0
2016-06-02,,20.7,26.0,16.3,33.0,4.8,13.0,29.8,0.3
2016-06-03,,19.4,24.2,14.2,49.0,4.0,12.7,28.19,2.0
2016-06-04,0.0,21.7,27.2,16.3,63.0,4.5,8.0,22.05,10.0
2016-06-05,3.0,19.3,23.4,16.4,78.0,2.8,2.8,11.92,7.0
2016-06-06,,20.0,23.9,16.3,76.0,2.6,0.5,10.78,10.0
2016-06-07,0.5,19.6,20.9,18.4,83.0,2.0,0.0,3.62,10.0
2016-06-08,0.0,21.9,27.3,16.5,72.0,3.1,5.7,21.78,10.0
2016-06-09,6.5,21.2,23.7,19.6,97.0,1.9,0.0,5.77,10.0
2016-06-10,,23.5,28.8,19.4,70.0,2.9,10.2,24.13,4.5
2016-06-11,,23.5,29.1,17.9,65.0,3.2,10.7,25.95,5.3
2016-06-12,0.0,23.9,28.3,20.4,70.0,3.1,6.4,20.79,10.0
2016-06-13,98.5,19.8,22.7,18.3,98.0,3.6,0.0,3.46,10.0
2016-06-14,,22.2,26.2,18.4,70.0,3.0,5.2,16.95,9.3
2016-06-15,0.0,20.8,22.2,19.6,81.0,2.8,0.0,3.85,10.0
2016-06-16,7.5,22.1,24.4,19.7,83.0,3.4,0.0,8.14,10.0
2016-06-17,2.5,24.2,29.2,19.4,80.0,2.5,8.2,24.47,6.3
2016-06-18,,26.7,33.0,21.1,50.0,3.4,13.3,28.94,3.3
2016-06-19,5.0,24.3,29.3,21.4,71.0,4.0,4.2,16.0,10.0
2016-06-20,4.0,24.3,28.8,20.4,82.0,2.1,5.9,19.01,10.0
2016-06-21,10.0,22.7,25.7,21.2,88.0,1.9,2.5,7.71,9.0
2016-06-22,0.5,22.7,23.9,21.1,88.0,2.5,0.0,3.65,10.0
2016-06-23,9.5,23.0,26.9,21.4,85.0,2.2,3.3,7.71,8.8
2016-06-24,1.5,22.7,25.3,20.9,84.0,2.9,0.0,6.84,10.0
2016-06-25,1.0,25.4,28.7,21.9,79.0,3.8,0.0,7.98,10.0
2016-06-26,,25.5,30.0,21.5,61.0,2.7,9.8,24.36,8.0
2016-06-27,,24.4,28.9,20.9,66.0,3.2,10.4,27.24,5.0
2016-06-28,23.0,19.1,22.8,17.1,95.0,2.0,0.0,3.35,10.0
2016-06-29,0.5,21.5,24.2,19.1,87.0,1.9,0.0,5.88,10.0
2016-06-30,1.0,23.0,27.1,20.1,89.0,1.7,0.6,9.32,10.0
2016-07-01,,25.6,30.6,22.0,83.0,2.3,4.4,15.25,10.0
2016-07-02,0.0,27.0,31.8,23.4,79.0,3.0,6.9,21.04,9.5
2016-07-03,,29.2,35.4,24.6,71.0,3.3,7.6,22.66,9.0
2016-07-04,1.5,27.8,33.8,23.6,75.0,2.4,7.1,20.9,3.3
2016-07-05,0.0,21.7,25.6,20.2,81.0,3.1,0.0,3.82,10.0
2016-07-06,,23.1,26.9,20.5,84.0,2.6,4.1,11.98,7.5
2016-07-07,,27.4,36.7,21.9,73.0,3.0,12.8,27.12,4.8
2016-07-08,0.0,25.3,29.8,22.1,77.0,2.3,2.1,14.82,10.0
2016-07-09,12.5,22.4,24.9,20.3,95.0,3.0,0.0,3.7,10.0
2016-07-10,,25.6,31.3,20.2,79.0,2.6,11.7,25.75,7.0
2016-07-11,,28.0,33.5,22.3,68.0,2.8,12.5,26.83,3.5
2016-07-12,,27.1,31.8,24.6,77.0,3.1,6.3,20.86,7.8
2016-07-13,2.0,25.1,27.6,23.5,94.0,1.7,0.0,5.48,10.0
2016-07-14,21.0,25.9,32.9,21.3,88.0,2.4,3.9,16.46,9.5
2016-07-15,5.5,22.2,24.0,21.0,94.0,2.6,0.0,3.2,10.0
2016-07-16,,24.1,27.7,20.1,79.0,2.4,1.6,14.76,10.0
2016-07-17,0.0,25.9,28.8,23.6,86.0,1.8,0.1,6.98,10.0
2016-07-18,0.0,28.7,33.5,25.0,76.0,2.7,7.5,22.82,8.3
2016-07-19,5.0,27.3,32.3,23.7,77.0,2.8,6.2,18.41,6.8
2016-07-20,1.0,26.3,29.9,23.3,76.0,3.3,4.6,17.8,8.5
2016-07-21,28.5,21.8,24.3,20.9,96.0,2.5,0.0,3.82,10.0
2016-07-22,3.5,21.4,22.7,20.4,86.0,2.6,0.0,4.17,10.0
2016-07-23,,22.4,27.1,19.8,70.0,2.6,1.4,15.45,10.0
2016-07-24,,23.9,29.0,19.0,73.0,2.4,7.3,20.61,8.5
2016-07-25,,24.7,27.9,21.1,77.0,2.2,0.8,10.99,9.5
2016-07-26,1.0,23.8,27.4,21.4,86.0,2.9,0.1,7.73,10.0
2016-07-27,0.0,24.5,27.3,22.4,84.0,3.0,0.3,7.95,10.0
2016-07-28,,26.5,31.1,23.3,78.0,2.9,5.2,17.5,9.3
2016-07-29,,27.2,32.4,22.9,73.0,3.1,11.5,24.79,3.0
2016-07-30,,27.2,32.9,22.1,74.0,2.5,10.8,23.72,1.3
2016-07-31,0.0,27.5,30.8,24.4,76.0,3.0,6.9,17.74,6.5
2016-08-01,2.0,27.4,31.5,24.6,79.0,2.4,1.9,11.9,9.5
2016-08-02,27.0,25.9,29.4,22.5,89.0,2.4,1.7,11.34,10.0
2016-08-03,16.0,26.8,32.0,23.4,84.0,2.5,4.1,17.43,10.0
2016-08-04,,28.1,33.0,24.4,78.0,2.9,8.5,21.9,4.8
2016-08-05,,28.7,33.4,24.6,76.0,3.1,10.8,24.34,3.8
2016-08-06,,29.1,34.2,25.8,76.0,2.7,8.8,22.3,4.8
2016-08-07,,28.6,33.6,24.5,70.0,2.9,11.2,25.66,2.5
2016-08-08,0.0,28.5,33.2,25.3,68.0,3.4,4.6,15.52,9.3
2016-08-09,,31.9,37.7,25.7,52.0,3.6,8.1,23.34,7.0
2016-08-10,,29.1,34.0,26.0,66.0,3.1,4.9,17.45,6.0
2016-08-11,0.0,27.3,32.1,25.2,65.0,2.5,4.9,17.12,9.8
2016-08-12,,26.7,31.9,24.2,70.0,2.9,5.5,19.51,9.0
2016-08-13,0.0,26.5,31.8,23.3,68.0,2.7,7.2,20.26,8.3
2016-08-14,0.0,26.0,30.4,23.5,68.0,2.6,3.8,17.96,10.0
2016-08-15,0.5,26.6,30.8,24.4,77.0,3.5,0.7,8.54,10.0
2016-08-16,33.0,26.9,33.1,23.7,83.0,3.1,2.1,13.29,9.0
2016-08-17,14.0,28.7,34.3,23.0,79.0,5.0,10.0,24.16,7.3
2016-08-18,67.0,26.9,31.6,25.2,92.0,2.1,1.1,7.4,10.0
2016-08-19,5.0,27.6,32.3,25.0,81.0,3.4,6.9,19.77,9.3
2016-08-20,82.0,25.7,30.0,24.1,94.0,2.4,1.6,9.06,9.8
2016-08-21,0.0,27.9,33.5,23.5,83.0,3.2,7.9,21.0,9.5
2016-08-22,106.5,25.7,28.3,23.2,96.0,4.6,0.0,1.73,10.0
2016-08-23,0.5,26.8,30.4,24.2,86.0,2.8,1.7,11.74,10.0
2016-08-24,0.0,26.5,31.2,23.5,83.0,2.3,1.9,10.21,8.0
2016-08-25,,28.0,32.7,23.5,76.0,3.0,11.9,24.5,4.0
2016-08-26,,28.3,32.8,24.0,76.0,2.9,10.2,21.61,5.0
2016-08-27,2.0,24.3,27.0,21.6,87.0,3.2,0.0,3.35,9.0
2016-08-28,2.0,22.6,24.6,21.3,87.0,2.8,0.0,4.3,10.0
2016-08-29,16.0,25.6,30.1,22.1,92.0,2.9,2.6,12.28,9.3
2016-08-30,40.5,25.1,28.1,22.5,88.0,3.8,0.6,8.69,7.8
2016-08-31,,26.8,31.1,22.5,62.0,5.3,11.3,22.2,0.3
2015-06-01,,23.6,27.7,20.8,51.0,3.5,10.7,26.5,8.0
2015-06-02,,23.5,28.7,19.7,65.0,4.1,8.4,21.77,7.8
2015-06-03,16.0,21.7,22.9,20.1,89.0,2.4,0.0,4.93,10.0
2015-06-04,,23.1,29.1,18.6,35.0,4.7,12.5,26.76,4.3
2015-06-05,27.0,18.8,22.5,14.2,65.0,2.4,2.1,9.81,10.0
2015-06-06,23.5,18.0,24.6,13.4,80.0,2.7,2.5,15.54,10.0
2015-06-07,,20.8,25.5,16.1,65.0,3.2,7.8,24.11,7.5
2015-06-08,0.5,21.0,25.3,17.2,69.0,3.8,5.2,17.4,9.3
2015-06-09,33.0,19.5,21.9,17.3,92.0,2.5,0.0,6.14,10.0
2015-06-10,,22.6,27.8,17.5,69.0,2.8,8.1,22.65,9.5
2015-06-11,0.0,23.0,27.5,18.9,71.0,2.6,5.4,18.95,10.0
2015-06-12,4.5,21.4,25.0,18.9,89.0,1.8,0.1,7.44,10.0
2015-06-13,0.0,24.0,29.0,20.8,79.0,2.7,3.7,17.53,9.8
2015-06-14,1.5,22.5,26.8,20.5,83.0,2.4,1.6,11.82,10.0
2015-06-15,,24.6,30.8,19.5,69.0,2.5,12.2,25.01,9.8
2015-06-16,31.0,23.3,27.2,20.0,76.0,2.2,1.1,11.71,9.8
2015-06-17,11.0,21.6,24.8,19.8,88.0,2.2,0.6,8.84,9.5
2015-06-18,0.0,21.9,26.1,19.8,76.0,3.0,0.7,10.13,10.0
2015-06-19,10.5,19.1,20.8,17.6,92.0,2.7,0.0,5.96,10.0
2015-06-20,0.0,21.7,26.9,17.2,69.0,2.9,9.4,24.73,10.0
2015-06-21,0.5,20.6,22.8,18.2,86.0,1.8,0.1,5.88,8.0
2015-06-22,0.0,22.6,26.8,18.5,76.0,2.3,2.1,15.01,9.8
2015-06-23,20.0,23.4,28.8,18.4,77.0,2.7,6.1,20.51,9.0
2015-06-24,0.0,23.8,29.9,18.0,72.0,2.4,12.4,27.37,2.8
2015-06-25,,24.3,28.7,20.6,72.0,2.9,7.8,20.71,6.3
2015-06-26,13.0,22.4,25.6,20.6,86.0,2.4,0.2,7.25,9.5
2015-06-27,3.0,22.6,25.5,20.6,97.0,1.5,0.0,5.59,10.0
2015-06-28,,23.2,31.4,18.4,70.0,2.7,8.0,22.62,8.5
2015-06-29,,21.6,26.3,18.0,68.0,3.2,6.4,21.79,8.8
2015-06-30,0.5,22.5,26.7,19.8,75.0,3.2,2.1,14.92,10.0
2015-07-01,13.5,20.5,22.4,19.2,98.0,2.1,0.0,2.59,10.0
2015-07-02,2.5,22.5,25.0,20.1,91.0,1.9,0.2,6.65,9.8
2015-07-03,67.5,21.9,23.4,20.8,99.0,2.0,0.0,3.55,10.0
2015-07-04,4.0,22.5,25.9,20.8,96.0,1.8,0.0,6.42,10.0
2015-07-05,20.0,20.1,21.9,19.1,96.0,1.8,0.0,4.39,10.0
2015-07-06,14.5,19.8,21.1,18.9,97.0,1.7,0.0,3.72,10.0
2015-07-07,0.0,21.3,24.3,18.7,91.0,1.5,0.0,7.29,10.0
2015-07-08,11.0,22.4,26.6,19.2,93.0,1.7,0.2,8.74,10.0
2015-07-09,11.0,19.4,20.4,18.6,97.0,2.0,0.0,3.5,10.0
2015-07-10,0.5,23.2,28.9,17.6,80.0,2.1,9.1,24.39,5.8
2015-07-11,,25.9,31.3,21.1,76.0,2.8,11.5,26.73,2.0
2015-07-12,,27.2,32.0,22.4,74.0,2.7,12.6,26.35,5.8
2015-07-13,,29.4,34.2,24.1,67.0,5.0,11.5,26.1,9.5
2015-07-14,,29.9,34.3,26.7,61.0,6.8,13.3,28.46,1.8
2015-07-15,0.0,28.4,33.2,24.2,65.0,4.7,13.0,28.18,5.5
2015-07-16,63.5,26.4,28.9,23.6,90.0,4.8,0.2,7.68,10.0
2015-07-17,14.5,26.7,30.4,22.8,83.0,5.3,1.1,12.51,10.0
2015-07-18,0.5,27.2,29.9,25.6,77.0,5.5,2.7,11.49,9.3
2015-07-19,0.0,29.4,34.8,25.0,69.0,3.3,8.3,23.4,6.5
2015-07-20,0.0,28.8,33.5,25.8,75.0,2.4,6.7,19.98,8.0
2015-07-21,,29.4,34.9,25.4,65.0,3.8,13.2,26.92,1.5
2015-07-22,,28.9,32.8,25.4,61.0,6.4,13.4,27.97,1.8
2015-07-23,4.5,27.0,30.4,24.7,80.0,4.5,2.7,13.2,9.5
2015-07-24,7.0,28.1,33.9,25.0,83.0,2.0,5.2,16.59,9.0
2015-07-25,,28.6,33.1,24.7,80.0,2.2,8.4,20.42,7.0
2015-07-26,,30.3,35.8,26.0,72.0,2.4,12.4,24.22,5.0
2015-07-27,,30.4,35.0,25.6,69.0,2.7,12.9,24.96,2.5
2015-07-28,0.0,29.6,34.1,27.1,72.0,2.4,6.4,17.66,9.0
2015-07-29,,29.4,32.5,27.1,70.0,2.6,3.2,13.57,10.0
2015-07-30,0.0,29.1,34.3,26.5,75.0,2.2,3.6,12.3,10.0
2015-07-31,,30.0,35.0,25.9,72.0,2.7,10.0,21.0,3.0
2015-08-01,,30.5,35.3,26.6,76.0,2.6,8.9,22.08,3.0
2015-08-02,0.0,30.2,35.1,26.3,71.0,2.6,9.6,23.75,3.5
2015-08-03,,29.8,35.0,26.1,69.0,3.1,12.0,24.91,2.0
2015-08-04,,30.0,35.1,26.5,69.0,3.4,11.4,24.76,2.3
2015-08-05,,30.2,35.2,25.7,69.0,4.1,12.8,26.14,0.3
2015-08-06,,30.9,35.9,26.8,68.0,3.0,11.9,25.51,2.0
2015-08-07,,31.5,37.7,26.8,61.0,2.6,9.2,21.12,6.0
2015-08-08,,27.6,32.6,24.9,71.0,3.2,4.3,16.32,9.3
2015-08-09,,27.9,33.4,24.7,68.0,2.5,3.4,16.05,7.8
2015-08-10,1.0,27.9,31.9,25.5,79.0,2.6,2.0,13.03,8.5
2015-08-11,,29.4,35.5,25.3,70.0,2.6,7.8,20.14,7.5
2015-08-12,0.0,28.9,33.7,26.3,73.0,2.3,3.0,13.55,10.0
2015-08-13,1.0,27.5,30.5,25.3,82.0,3.0,2.2,10.76,9.0
2015-08-14,2.0,26.9,31.8,24.0,84.0,2.3,1.5,12.28,9.8
2015-08-15,0.0,27.7,33.1,24.1,76.0,2.5,7.3,21.39,5.3
2015-08-16,8.0,27.8,31.9,24.6,77.0,2.7,4.7,16.16,8.3
2015-08-17,33.5,25.7,28.0,23.6,96.0,4.0,0.1,3.96,9.3
2015-08-18,0.0,28.2,31.9,26.0,76.0,3.8,4.6,13.25,9.5
2015-08-19,0.0,27.8,31.4,25.7,70.0,3.0,5.0,17.9,10.0
2015-08-20,8.0,25.6,27.0,24.0,92.0,1.9,0.0,4.34,10.0
2015-08-21,2.5,26.0,29.4,24.5,88.0,1.9,0.1,7.01,10.0
2015-08-22,,28.3,32.7,24.7,80.0,3.3,8.2,19.54,7.3
2015-08-23,0.0,26.7,31.4,24.0,75.0,3.3,4.2,15.5,7.8
2015-08-24,,24.3,29.3,21.6,67.0,3.3,2.0,11.61,9.8
2015-08-25,0.5,21.5,22.9,18.2,68.0,3.3,0.1,5.39,10.0
2015-08-26,35.5,19.5,21.3,17.9,99.0,3.3,0.0,3.83,10.0
2015-08-27,0.0,23.6,27.3,20.2,81.0,2.4,1.3,11.94,10.0
2015-08-28,3.0,21.7,22.9,19.9,84.0,2.7,0.0,3.67,10.0
2015-08-29,2.5,20.0,21.0,19.1,98.0,2.4,0.0,3.13,10.0
2015-08-30,3.5,21.2,22.5,20.3,96.0,1.8,0.0,2.54,10.0
2015-08-31,2.5,22.1,24.1,20.6,94.0,1.7,0.0,3.5,10.0
